Date,crisis_prob,stress_prob,normal_prob,regime,re_residual
2016-04-10,0.6391600109764601,0.36083998902353853,1.3809788439385e-60,crisis,-0.2824181001397085
2016-04-17,0.043437941022209006,0.9565620589777897,6.224267662186134e-136,stress,0.7662789451962089
2016-04-24,0.054986277242553186,0.9450137227574456,5.573369947051708e-106,stress,0.6909681528657419
2016-05-01,0.6289172144455658,0.37108278555443297,6.395833828296595e-37,crisis,-0.18786698429331644
2016-05-08,0.8546605143025147,0.14533948569748417,8.269154825800199e-105,crisis,-0.4209854143651686
2016-05-15,0.7766641876293785,0.22333581237062047,4.937069975978779e-54,crisis,-0.262658521366703
2016-05-22,0.5764109238692567,0.42358907613074226,6.06785529744636e-21,crisis,-0.10680897687572392
2016-05-29,0.22651954654351547,0.7734696550685316,1.0798387952047583e-05,stress,0.24280092474195403
2016-06-05,0.08516880394841816,0.9148311960515807,1.6913874857691835e-126,stress,0.7471313274438142
2016-06-12,0.32186736735846044,0.6345935412723166,0.043539091369221745,stress,0.11889139359880614
2016-06-19,0.7638725324823497,0.23612746751764915,3.2717713938698054e-62,crisis,-0.29232676766930465
2016-06-26,0.839887610957569,0.16011238904242986,1.362833899945312e-145,crisis,-0.519155295803075
2016-07-03,0.09051236527007568,0.9094876347299232,8.482479073002362e-79,stress,0.6144249070772639
2016-07-10,0.1133709500076347,0.8866290499923642,1.011926337612924e-17,stress,0.348696417785166
2016-07-17,0.1334743491641931,0.8665256508358058,7.397631282532378e-44,stress,0.4898370081105883
2016-07-24,0.8235530813692366,0.17644691863076217,9.196469462321317e-108,crisis,-0.42724890600568594
2016-07-31,0.9242679151474391,0.07573208485255956,5.694320477903008e-36,crisis,-0.19269250485757886
2016-08-07,0.19832475323556872,0.09153692126288267,0.7101383255015477,normal,0.09948922887480267
2016-08-14,0.08274458535921891,0.09832129366347925,0.8189341209773005,normal,0.15267446176732294
2016-08-21,0.248175785702689,0.09822060364258922,0.6536036106547204,normal,0.18154843952852315
2016-08-28,0.9753013299871798,0.024698670012818787,8.02965365601192e-198,crisis,-0.632037615379715
2016-09-04,0.7311867439773992,0.26881325602259953,5.264962311948961e-20,crisis,-0.10474830664116659
2016-09-11,0.7525867724803228,0.24741322751967593,3.952638132770999e-30,crisis,-0.1607344028889437
2016-09-18,0.916955082819761,0.08304491718023758,3.7838573594204275e-180,crisis,-0.5952324211499962
2016-09-25,0.6549799627305759,0.34502003726942243,2.7974812965759714e-16,crisis,-0.07949534917943818
2016-10-02,0.5328890138363109,0.4614705332338515,0.005640452929836088,crisis,0.054883244574425616
2016-10-09,0.7731614156235461,0.22683858437645243,5.424020181470853e-65,crisis,-0.30151309216048733
2016-10-16,0.7383927170836937,0.2616072829163049,1.430058901469953e-72,crisis,-0.32509194747200787
2016-10-23,0.18522420456280383,0.8147757954371948,5.216285348085441e-40,stress,0.47589959163611867
2016-10-30,0.49046494907190624,0.5095350509280925,1.5221680158521413e-29,stress,-0.15307230453355986
2016-11-06,0.24564427445342235,0.7403887122795707,0.013967013267005609,stress,0.1673091830979215
2016-11-13,0.04985215754512071,0.9501478424548779,3.375489335312741e-168,stress,0.8409877860121344
2016-11-20,0.45294942764922114,0.5470505723507775,5.488043298766556e-43,stress,-0.20911795114826176
2016-11-27,0.040252864410170126,0.9597471355898286,1.7759752177021335e-186,stress,0.8774268885879929
2016-12-04,0.47172778589052267,0.5282722141094759,8.524471554249869e-40,stress,-0.1974283302807444
2016-12-11,0.17354683984811126,0.8264531601518874,1.9416885345291323e-54,stress,0.5342001494035025
2016-12-18,0.9303776458775572,0.06962235412244144,2.5823009108713047e-275,crisis,-0.7675740815820943
2016-12-25,0.7251826896240099,0.2748173103759889,4.096803813330463e-48,crisis,-0.2387560559010958
2017-01-01,0.27056519640184395,0.7286406718736396,0.0007941317245152975,stress,0.21550134210008198
2017-01-08,0.0965273092571334,0.9034726907428654,2.363467417790689e-33,stress,0.4397650242604471
2017-01-15,0.07248431190171985,0.9275156880982791,1.9245038495472363e-68,stress,0.5799922568051653
2017-01-22,0.4297593742567987,0.5702406257432001,2.3778131198710612e-33,stress,-0.16690070174609112
2017-01-29,0.08071219056210992,0.9192878094378889,1.856769529755117e-127,stress,0.7496603835661673
2017-02-05,0.26070552727387747,0.7066295751035514,0.03266489762256992,stress,0.15609243445465187
2017-02-12,0.5532693559335793,0.44673064406641966,6.428537048276327e-51,crisis,-0.2459407019517438
2017-02-19,0.04227550048660003,0.9577244995133991,7.513572281438474e-209,stress,0.921340315025979
2017-02-26,0.6034657739214763,0.39653422607852296,2.1629747877964556e-28,crisis,-0.14539395088822032
2017-03-05,0.9111464397607069,0.08885356023929238,1.867058283229869e-144,crisis,-0.5186477376025115
2017-03-12,0.9599133806589482,0.04008661934105112,1.0758217266922746e-292,crisis,-0.7966338193275153
2017-03-19,0.4744030368926123,0.5255842456649358,1.2717442451161828e-05,stress,0.2579960831569303
2017-03-26,0.9742752284378937,0.02572477156210552,6.706339779800662e-123,crisis,-0.4693416936367599
2017-04-02,0.10054492069027127,0.05606529808593559,0.8433897812237925,normal,0.12289696248818535
2017-04-09,0.09922586850339885,0.05473256830677986,0.8460415631898206,normal,0.12267981039709042
2017-04-16,0.9848210221435856,0.015178977856413648,8.614420246789284e-139,crisis,-0.5078707849887676
2017-04-23,0.8831791012068749,0.11682089879312402,3.382933109498153e-103,crisis,-0.41694050933272253
2017-04-30,0.6389523448511591,0.36104765514216297,6.677024848152194e-12,crisis,-0.0467784500888318
2017-05-07,0.6244255928873268,0.37557440711267215,1.9405709843969267e-31,crisis,-0.16585441842183934
2017-05-14,0.3265924196702706,0.6506716284738103,0.02273595185591809,stress,0.1967614599511065
2017-05-21,0.4347866915612587,0.565213299627016,8.811724051502119e-09,stress,-0.01527697630571998
2017-05-28,0.33836806946993536,0.6611039274019643,0.0005280031280989885,stress,0.22981793907754203
2017-06-04,0.7553940789733966,0.24460592102660209,8.51763772669364e-85,crisis,-0.3635292303063226
2017-06-11,0.6055848896642143,0.39441511033576204,2.2337090834288372e-14,crisis,-0.06507253633844216
2017-06-18,0.5396620677942889,0.460337926403978,5.801731551595476e-09,crisis,-0.019070916321685914
2017-06-25,0.5666348298057242,0.43336517019427434,4.2865672483630427e-39,crisis,-0.19759489319850881
2017-07-02,0.07683286373546662,0.9231671362645317,8.583188737308827e-65,stress,0.5648591519366744
2017-07-09,0.011616535454068357,0.9883834645459301,1.8286593685832587e-242,stress,0.9794650666960714
2017-07-16,0.07537457274771185,0.9246254272522864,7.296338146186716e-32,stress,0.4256886895896536
2017-07-23,0.08541091141029697,0.9145890885897014,1.5516716085463197e-25,stress,0.39370125332918776
2017-07-30,0.034333505441280575,0.9656664945587178,5.923791745134509e-104,stress,0.6840562964248391
2017-08-06,0.08906492259159203,0.9109350774084063,1.0192323690154092e-60,stress,0.5524378866933576
2017-08-13,0.6647514724658077,0.3352485275341905,4.440797111940331e-77,crisis,-0.3387977039164901
2017-08-20,0.2844869197344219,0.637084103817517,0.07842897644805917,stress,0.16919279351595606
2017-08-27,0.25205033171381813,0.7472039784679501,0.0007456898182298577,stress,0.21047171638527065
2017-09-03,0.01830706332897568,0.9816929366710225,1.7992416322083084e-207,stress,0.9164067329939062
2017-09-10,0.04901150406384289,0.9509884959361553,2.925272133937621e-66,stress,0.5683857740841453
2017-09-17,0.12433207720098494,0.8756679227990132,1.78622959619922e-35,stress,0.4506135782593459
2017-09-24,0.646768242743909,0.35323175725608935,5.9890960930473874e-86,crisis,-0.364442448284834
2017-10-01,0.22188444817273167,0.7781152256698664,3.2615740037077453e-07,stress,0.26116952903737783
2017-10-08,0.06450300380576772,0.9354969961942309,1.209824809151337e-83,stress,0.6289500811795788
2017-10-15,0.32058396619894824,0.6791483258751545,0.00026770792589589766,stress,0.052351648662640284
2017-10-22,0.3812992237837457,0.6134336889045204,0.005267087311732415,stress,0.06412450784659288
2017-10-29,0.4710908241883721,0.5289091758024222,9.204138429149887e-12,stress,-0.04172301806535363
2017-11-05,0.3960849305814502,0.6039150693979515,2.059676172863239e-11,stress,-0.029939320379391267
2017-11-12,0.03526608250979825,0.9647339174902003,1.380218480547877e-251,stress,0.9984748206019087
2017-11-19,0.9200876915997015,0.0799123084002972,0.0,crisis,-0.8899296866831005
2017-11-26,0.15300578471725332,0.8469942152827454,9.185894444030713e-70,stress,0.58783291114379
2017-12-03,0.5223001907059409,0.47769980834480935,9.492484011906234e-10,crisis,-0.022803378599962378
2017-12-10,0.9288343300507775,0.07116566994922104,2.6917112165658534e-296,crisis,-0.8015582253687586
2017-12-17,0.25188984451854834,0.748110126578882,2.8902567901414846e-08,stress,0.27300559160610144
2017-12-24,0.04686734111137904,0.953132658888619,1.534613199265506e-85,stress,0.6318643397974539
2017-12-31,0.034690081680708265,0.9653099183192899,5.378890571148476e-90,stress,0.6428107417113996
2018-01-07,0.03212217991850867,0.9678778200814895,3.988466728133479e-127,stress,0.7437801687966644
2018-01-14,0.26257072175399926,0.7374051214731987,2.415677280017375e-05,stress,0.23374177652977743
2018-01-21,0.8397209622820753,0.1602790377179229,3.979418817897158e-177,crisis,-0.5876499005159894
2018-01-28,0.37757533750853156,0.6224246624903202,1.146692361299632e-12,stress,0.32430805480855895
2018-02-04,0.9138875227570993,0.08611247724289908,7.34824378106773e-169,crisis,-0.5716063224171317
2018-02-11,0.9924367753847241,0.00756322461527416,0.0,crisis,-1.313068897646318
2018-02-18,0.11288605554100649,0.8871139444589918,5.845513975969919e-74,stress,0.600062742994979
2018-02-25,0.1837588830436393,0.8162411169563151,4.399056137093772e-14,stress,0.32720217187214634
2018-03-04,0.5790016811814599,0.4209983188185385,3.909147821668498e-38,crisis,-0.19486169541490536
2018-03-11,0.5080760213131477,0.49191395881421085,1.0019872640084955e-05,crisis,0.016237339172414333
2018-03-18,0.5837336125926926,0.4162562074644263,1.0179942879731413e-05,crisis,0.014440560659093516
2018-03-25,0.9799932232068597,0.020006776793138878,0.0,crisis,-1.0164798210423396
2018-04-01,0.7381964570617259,0.2618035429382727,8.906390445520951e-20,crisis,-0.10345693084354975
2018-04-08,0.7855416064756483,0.21445839352435012,1.924555374214292e-95,crisis,-0.39417751927858363
2018-04-15,0.2505417071232192,0.7494582928767792,1.5864574694633657e-40,stress,0.4815067294150511
2018-04-22,0.34212987824335866,0.5614695075031464,0.09640061425349344,stress,0.10467298343630387
2018-04-29,0.7816879482481807,0.21831205175181784,8.891875449049351e-88,crisis,-0.3736975244109902
2018-05-06,0.5564916302042243,0.4435083697957742,3.437434377452043e-17,crisis,-0.0825220389571226
2018-05-13,0.22485286634292678,0.7751471336570718,3.228153130406377e-22,stress,0.38634003036717646
2018-05-20,0.5853762216403768,0.41462377835959396,2.766828945490389e-14,crisis,-0.06230628303628174
2018-05-27,0.9800761154484333,0.01992388455156529,0.0,crisis,-1.0166841659997548
2018-06-03,0.7397854571092846,0.2602145428907143,5.436052289080876e-17,crisis,-0.08565237955565363
2018-06-10,0.8514932254389544,0.14850677456104444,1.88937573863247e-73,crisis,-0.3300731379505418
2018-06-17,0.9327878560080471,0.06721214399195173,7.452554692998563e-151,crisis,-0.5333579823618271
2018-06-24,0.9364315336612721,0.0635684663387267,1.84458516814403e-175,crisis,-0.5859197911150477
2018-07-01,0.7434690016279023,0.2565309983720964,2.0878649299376637e-28,crisis,-0.1518747777983643
2018-07-08,0.6941518139622914,0.3058481860377073,1.5776023317857558e-57,crisis,-0.2735061073860606
2018-07-15,0.18004901425479142,0.8199509857452074,3.483605651651134e-63,stress,0.5660358080554724
2018-07-22,0.8740464982947634,0.1259535017052354,1.3363602921362335e-158,crisis,-0.5488383496368074
2018-07-29,0.8540084516640954,0.14599154833590341,2.970963348108045e-59,crisis,-0.28252906950800455
2018-08-05,0.9618007402054853,0.038199259794513475,5.850972138541919e-237,crisis,-0.7033557554152701
2018-08-12,0.9048139886473785,0.09518601135262023,2.294256933183447e-92,crisis,-0.38740214677831164
2018-08-19,0.9490272051803065,0.05097279481969236,1.8261653673000324e-225,crisis,-0.6832731323513748
2018-08-26,0.32010599318778865,0.4722750040928531,0.20761900271935707,stress,0.16496623512075947
2018-09-02,0.47747457250195696,0.5224838907308766,4.153676716515234e-05,stress,0.25793741132126635
2018-09-09,0.9314043611068968,0.06859563889310206,7.502848348619116e-286,crisis,-0.7851244097302367
2018-09-16,0.42646904226169313,0.5731649415567313,0.00036601618157445045,stress,0.05418460243769587
2018-09-23,0.03863543159946499,0.9613645684005339,4.296094823969124e-213,stress,0.9292567945129505
2018-09-30,0.6552189214546922,0.34478107854530665,3.900143356380124e-52,crisis,-0.2508576053757229
2018-10-07,0.7579417071725832,0.24205829282741562,1.230944473596209e-31,crisis,-0.16813091767313898
2018-10-14,0.9894466012521098,0.010553398747888831,0.0,crisis,-1.0745291928399525
2018-10-21,0.920785472319658,0.07921452768034076,1.796993936593325e-138,crisis,-0.5051073191285275
2018-10-28,0.728745941413215,0.27125405858678386,2.0640156175380096e-66,crisis,-0.30171889975024757
2018-11-04,0.020401266671957543,0.9795987333280411,0.0,stress,1.1362635749586443
2018-11-11,0.3484882186311293,0.6492073937238081,0.002304387645061513,stress,0.08130855078975703
2018-11-18,0.6956426600268569,0.30435733997314196,2.0796021085883683e-33,crisis,-0.17541121414240748
2018-11-25,0.942239093845577,0.05776090615442169,8.876876219903603e-146,crisis,-0.5232070360647204
2018-12-02,0.26301825201715606,0.20721975451884242,0.5297619934640001,normal,0.12234986314347
2018-12-09,0.9510572513387687,0.04894274866122977,1.8568950789272735e-129,crisis,-0.4855564662812748
2018-12-16,0.9566218657384052,0.04337813426159325,2.2753575999123454e-183,crisis,-0.6023181099658659
2018-12-23,0.9824886540242711,0.017511345975727455,0.0,crisis,-0.990686687185829
2018-12-30,0.525154096717875,0.47484590009062744,3.1914962087976047e-09,crisis,-0.01737323080390407
2019-01-06,0.13310750018518316,0.8668924998148155,2.259551702758303e-30,stress,0.4272881205819005
2019-01-13,0.12881765569642767,0.871182344303571,4.033529444452271e-30,stress,0.42585913246553275
2019-01-20,0.4731456168634831,0.5268543625999098,2.053660582675087e-08,stress,-0.008338778232291432
2019-01-27,0.7944049499813802,0.2055950500186186,3.843199777389562e-48,crisis,-0.24215180635094136
2019-02-03,0.25836427850191607,0.3359886393121417,0.40564708218594114,normal,0.14147486458551936
2019-02-10,0.7895735479598346,0.21042645204016427,1.7561232839385488e-65,crisis,-0.30370143102256597
2019-02-17,0.1666518303780807,0.833348169621918,4.897569002246218e-23,stress,0.3853290728569195
2019-02-24,0.04220033882084875,0.9577996611791502,7.377825139550395e-96,stress,0.6627370667162312
2019-03-03,0.1091515118759444,0.8908484881240546,2.6443534568887373e-49,stress,0.5101105392888786
2019-03-10,0.7412052300102528,0.2587947699897462,4.786446574330417e-104,crisis,-0.41730314210915276
2019-03-17,0.35582806028064573,0.558159416400535,0.08601252331881837,stress,0.18502216048234144
2019-03-24,0.5804432612686009,0.4195567387313982,2.589363826926122e-25,crisis,-0.13470771547668248
2019-03-31,0.3698745862706766,0.6279495771276535,0.002175836601668927,stress,0.061329328333126966
2019-04-07,0.1477385669846006,0.8522614330153986,3.532255101959314e-49,stress,0.5134798251535841
2019-04-14,0.6916749467392238,0.30832505326077525,4.3751429483361334e-58,crisis,-0.2752336688244632
2019-04-21,0.7513387069347225,0.24866129306527646,2.0866753696984697e-28,crisis,-0.15195439083608583
2019-04-28,0.9757718004506604,0.02422819954933879,0.0,crisis,-0.8659155111489192
2019-05-05,0.8925871730856435,0.10741282691435575,2.0778549910154173e-80,crisis,-0.35217571827985683
2019-05-12,0.9324650881414325,0.06753491185856686,3.162546267885986e-198,crisis,-0.6312054799228922
2019-05-19,0.5749806076787607,0.42501939232123853,1.7630862455815203e-19,crisis,-0.09559693883257818
2019-05-26,0.0927903323474493,0.9072096676525501,8.766364895398956e-60,stress,0.5508283234611467
2019-06-02,0.12027635250254932,0.87972364749745,1.4257979497527983e-30,stress,0.4272573649019183
2019-06-09,0.4485476337380764,0.5514523662619232,2.2116714717249514e-25,stress,-0.12870452914359287
2019-06-16,0.25404893554202257,0.7459510624193768,2.038599985845587e-09,stress,0.29207429921233513
2019-06-23,0.5144363412997195,0.48556365870027984,7.272074487184769e-21,crisis,-0.10552343264208605
2019-06-30,0.4901375450004304,0.5098476046826603,1.4850316908494437e-05,stress,0.01904684975304909
2019-07-07,0.580387399158242,0.41961207183353433,5.290082229355388e-07,crisis,-6.360862533008049e-05
2019-07-14,0.9295835714651877,0.07041642853481143,1.2814268364793108e-122,crisis,-0.4684983288446306
2019-07-21,0.24039559104755162,0.1939184092192623,0.5656859997331853,normal,0.13449900929861083
2019-07-28,0.9812543960413403,0.018745603958658805,1.0375118351816316e-261,crisis,-0.7473636582813332
2019-08-04,0.93797336221594,0.06202663778405903,1.0615554720382722e-180,crisis,-0.5966055232767931
2019-08-11,0.6677232654018517,0.3317664654832956,0.0005102691148516381,crisis,0.033672114342849245
2019-08-18,0.9750175098983946,0.02498249010160432,0.0,crisis,-0.8762847119039998
2019-08-25,0.9085097548299412,0.09149024517005774,7.095094227866521e-151,crisis,-0.5329176046501074
2019-09-01,0.49355709890216404,0.5064428941951897,6.90264515130827e-09,stress,-0.012093553719246896
2019-09-08,0.09006189048312466,0.9099381095168744,2.909604072097521e-49,stress,0.5091170404496361
2019-09-15,0.03819309935984031,0.9618069006401584,1.7479406425422169e-175,stress,0.8541004292231085
2019-09-22,0.8131181368952611,0.18688186310473762,1.0709124896932213e-112,crisis,-0.43870647006931074
2019-09-29,0.8889157331282744,0.11108426687172418,1.929017453728323e-101,crisis,-0.41236102440384925
2019-10-06,0.8935551185578504,0.10644488144214818,2.4923850952534545e-165,crisis,-0.5638232356782349
2019-10-13,0.29869856951633345,0.7013014304836651,1.844912908801412e-21,stress,0.38343745027349996
2019-10-20,0.6926704938160199,0.30732950618397886,4.2589086034298736e-74,crisis,-0.3299025654538374
2019-10-27,0.43143116306014695,0.5685468239112287,2.201302862303645e-05,stress,0.02636859941187642
2019-11-03,0.17690118420174694,0.8230988157925931,5.658392318386631e-12,stress,0.3098493504635648
2019-11-10,0.13765887335288163,0.8623411266471169,5.2399474460444896e-48,stress,0.5076481943983162
2019-11-17,0.8535505380140537,0.14644946198594486,4.3981865708056383e-141,crisis,-0.50934670153107
2019-11-24,0.8558966460873743,0.1441033539126243,8.507298124728466e-73,crisis,-0.32965628170929295
2019-12-01,0.2808509486688551,0.4017171659908644,0.317431885340279,stress,0.1279859255289931
2019-12-08,0.5682110509429668,0.43178786938812175,1.0796689098700515e-06,crisis,0.0034466106472802573
2019-12-15,0.10655599665783115,0.8934440033421674,1.8908626537702486e-76,stress,0.608447408359698
2019-12-22,0.4505871347345925,0.5494128652654061,2.2761549032099975e-39,stress,-0.19408382765365842
2019-12-29,0.03100450391708886,0.96899549608291,2.288813563881404e-160,stress,0.8212927128602466
2020-01-05,0.06642408533267778,0.9335759146673213,2.516023104292848e-47,stress,0.49908570538252484
2020-01-12,0.16385805471350193,0.8361417126596925,2.326268044560232e-07,stress,0.258490238009298
2020-01-19,0.2490199522646509,0.7509800477068119,2.8536149090580587e-11,stress,0.30693421659850195
2020-01-26,0.8948333044798804,0.10516669552011874,3.965522500757192e-161,crisis,-0.5547141017981687
2020-02-02,0.9544512525421787,0.04554874745782047,4.113423153304991e-214,crisis,-0.6617628418068214
2020-02-09,0.8435425346761778,0.15645746532382132,1.6468238206451551e-121,crisis,-0.4622378076394318
2020-02-16,0.10130274996654376,0.8986972500334551,3.982235320992172e-142,stress,0.7837296709586971
2020-02-23,0.8747896365354353,0.12521036346456363,7.733117011181894e-144,crisis,-0.5155097057418132
2020-03-01,0.998616142608156,0.0013838573918427872,0.0,crisis,-1.4233482916349431
2020-03-08,0.23232726043656854,0.15934143261538739,0.6083313069480429,normal,0.14122992117470873
2020-03-15,0.995531537308119,0.004468462691880011,0.0,crisis,-1.1255663709356536
2020-03-22,0.8544298751116584,0.14557012488834062,2.909302065205802e-85,crisis,-0.3661385645937557
2020-03-29,0.5589031992398792,0.4410967596920589,4.106806101164371e-08,crisis,-0.010878674901446317
2020-04-05,0.43195056582987645,0.5680494340320097,1.381128251271254e-10,stress,-0.027566447022310814
2020-04-12,0.11211285676745127,0.8878871432325477,1.1012608059676769e-54,stress,0.533613491184924
2020-04-19,0.3605717064353104,0.6386890391048983,0.0007392544597905698,stress,0.05493462122730151
2020-04-26,0.546774351135044,0.4532256488649553,7.669995911214464e-38,crisis,-0.1930834895050803
2020-05-03,0.19665006836692317,0.8033499316330259,5.0047454559217225e-14,stress,0.3287589635004855
2020-05-10,0.2171184548232976,0.7828815448198745,3.568270897140856e-10,stress,0.29636875786997746
2020-05-17,0.5859474285710979,0.4140525714289014,6.999791302821771e-64,crisis,-0.2937380503584127
2020-05-24,0.12481513082729499,0.8751848691727044,2.7578590142519753e-36,stress,0.45580392257366764
2020-05-31,0.10735079524801464,0.8926492047519845,1.6909419972555791e-16,stress,0.3318736575372763
2020-06-07,0.007565782366177759,0.9924342176338216,0.0,stress,1.3369446497678665
2020-06-14,0.9174867717002512,0.08251322829974815,3.714085848934383e-260,crisis,-0.7399531618255478
2020-06-21,0.7544414265650772,0.24555857343492207,8.656894735934391e-31,crisis,-0.16402539007779665
2020-06-28,0.7290386754346694,0.2709613245653299,4.2316050651288767e-75,crisis,-0.33250974208897477
2020-07-05,0.1151473325352143,0.8848526674647849,7.623380172739792e-44,stress,0.4873140986615597
2020-07-12,0.03276896106878607,0.967231038931213,1.050509293067011e-155,stress,0.8115333388750534
2020-07-19,0.40278149051369105,0.5972185094863081,2.1574698970678716e-26,stress,-0.12991411339351994
2020-07-26,0.1433487770844849,0.8566512229155142,6.831086932037438e-33,stress,0.44140647749168893
2020-08-02,0.3545278092409384,0.6454721907590605,7.682536731070885e-17,stress,-0.07028535267310973
2020-08-09,0.04276316952934556,0.9572368304706532,1.1971490577853421e-198,stress,0.9016273761515604
2020-08-16,0.7701335980207976,0.2298664019792012,2.5410469858198625e-94,crisis,-0.3889664744269959
2020-08-23,0.8182449875666722,0.18175501243332656,2.7200765237533537e-39,crisis,-0.20631629093825832
2020-08-30,0.2964523810492915,0.31204013550014686,0.3915074834505603,normal,0.11603848546687259
2020-09-06,0.8400211415712138,0.1599788584287848,3.394451173173322e-61,crisis,-0.2908827648601246
2020-09-13,0.6568276479093822,0.34317235209061625,3.441758289156175e-39,crisis,-0.20026536656404498
2020-09-20,0.16744165393424876,0.8325583460657496,3.0916579505986547e-75,stress,0.6058808909911901
2020-09-27,0.9951635160653323,0.004836483934666239,0.0,crisis,-1.6202908595760714
2020-10-04,0.10865627039915912,0.8913437296008394,6.817691193646127e-63,stress,0.56087105076246
2020-10-11,0.03890314652785741,0.961096853472141,2.040630310755335e-164,stress,0.8308612830895641
2020-10-18,0.6925680714986245,0.3074319285013742,6.64338650950629e-87,crisis,-0.36683241400423555
2020-10-25,0.5118598297035583,0.4871636711823297,0.0009764991141105373,crisis,0.04322223384766065
2020-11-01,0.5881369946512867,0.41186300534871184,3.3639762205735224e-52,crisis,-0.24655488705928258
2020-11-08,0.0035642470749251897,0.9964357529250734,0.0,stress,1.4487839853971676
2020-11-15,0.03593594454235218,0.9640640554576463,3.0921331573801656e-80,stress,0.6091984163669248
2020-11-22,0.01913170906631641,0.9808682909336821,9.323292788636411e-154,stress,0.8035627954094483
2020-11-29,0.02795621255450736,0.9720437874454914,2.108153936712312e-139,stress,0.7729630092441943
2020-12-06,0.19496813029321014,0.8031735592278021,0.0018583104789864746,stress,0.18632129702780892
2020-12-13,0.24534500080883065,0.752245082105453,0.002409917085715089,stress,0.08833256362744538
2020-12-20,0.03356806052900205,0.9664319394709967,5.7020483291618235e-126,stress,0.7412325798765481
2020-12-27,0.023018781199496012,0.9769812188005026,7.008370737258395e-148,stress,0.7918067604873098
2021-01-03,0.13051847784194798,0.8694814081460069,1.1401204351734516e-07,stress,0.23372100558675662
2021-01-10,0.004682252891561757,0.9953177471084367,0.0,stress,1.3846099145593045
2021-01-17,0.47945701805876617,0.5205429819412322,1.5836835362651705e-54,stress,-0.2514660420237962
2021-01-24,0.031417711863329145,0.9685822881366692,1.6020880269085799e-282,stress,1.0503431065455324
2021-01-31,0.8999426670169755,0.1000573329830231,8.292937286828546e-277,crisis,-0.7684398733484631
2021-02-07,0.42204566684298084,0.577736224418333,0.00021810873868472657,stress,0.05095165588922055
2021-02-14,0.03567573354111886,0.9643242664588796,2.250638114328295e-143,stress,0.7836963024865773
2021-02-21,0.08780118866777611,0.9121988113322226,1.5383151735630716e-78,stress,0.612190526274941
2021-02-28,0.9305634864057348,0.06943651359426375,1.9948119186616912e-244,crisis,-0.7148021913561072
2021-03-07,0.9332302683678265,0.06676973163217197,8.614541793320773e-148,crisis,-0.5275886274952384
2021-03-14,0.3421835279416616,0.3389889640115201,0.31882750804681675,crisis,0.16978818405897775
2021-03-21,0.8683796269717654,0.13162037302823318,2.569473830335762e-71,crisis,-0.3249859414052324
2021-03-28,0.8909875821104645,0.10901241788953445,6.252492617905464e-124,crisis,-0.47015776980683716
